temperature,title,0
-2.0,Fire: ELEVATOR EMERGENCY,3
-2.0,Fire: FIRE ALARM,214
-2.0,Fire: FIRE INVESTIGATION,55
-2.0,Fire: FIRE POLICE NEEDED,1
-2.0,Fire: FIRE SPECIAL SERVICE,77
-2.0,Fire: GAS-ODOR/LEAK,39
-2.0,Fire: OVERDOSE,1
-2.0,Fire: RESCUE - ELEVATOR,4
-2.0,Fire: TRASH/DUMPSTER FIRE,4
-2.0,Fire: UNKNOWN TYPE FIRE,8
-2.0,Fire: VEHICLE ACCIDENT,36
-2.0,Fire: VEHICLE FIRE,13
-2.0,Fire: VEHICLE LEAKING FUEL,1
-2.0,Fire: WOODS/FIELD FIRE,2
-2.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,1
-2.0,Traffic: DISABLED VEHICLE -,481
-2.0,Traffic: HAZARDOUS ROAD CONDITIONS -,72
-2.0,Traffic: ROAD OBSTRUCTION -,52
-2.0,Traffic: VEHICLE ACCIDENT -,768
-2.0,Traffic: VEHICLE FIRE -,20
-2.0,Traffic: VEHICLE LEAKING FUEL -,1
-1.0,EMS: ABDOMINAL PAINS,89
-1.0,EMS: ALLERGIC REACTION,19
-1.0,EMS: ALTERED MENTAL STATUS,65
-1.0,EMS: ANIMAL BITE,1
-1.0,EMS: ASSAULT VICTIM,34
-1.0,EMS: BACK PAINS/INJURY,48
-1.0,EMS: BUILDING FIRE,20
-1.0,EMS: BURN VICTIM,1
-1.0,EMS: CARBON MONOXIDE DETECTOR,10
-1.0,EMS: CARDIAC ARREST,37
-1.0,EMS: CARDIAC EMERGENCY,248
-1.0,EMS: CHOKING,7
-1.0,EMS: CVA/STROKE,46
-1.0,EMS: DEHYDRATION,16
-1.0,EMS: DIABETIC EMERGENCY,38
-1.0,EMS: DIZZINESS,33
-1.0,EMS: EMS SPECIAL SERVICE,9
-1.0,EMS: EYE INJURY,3
-1.0,EMS: FALL VICTIM,303
-1.0,EMS: FEVER,31
-1.0,EMS: FIRE INVESTIGATION,1
-1.0,EMS: FIRE SPECIAL SERVICE,1
-1.0,EMS: FRACTURE,38
-1.0,EMS: GAS-ODOR/LEAK,1
-1.0,EMS: GENERAL WEAKNESS,82
-1.0,EMS: HEAD INJURY,144
-1.0,EMS: HEMORRHAGING,64
-1.0,EMS: LACERATIONS,23
-1.0,EMS: MATERNITY,7
-1.0,EMS: MEDICAL ALERT ALARM,90
-1.0,EMS: NAUSEA/VOMITING,70
-1.0,EMS: OVERDOSE,65
-1.0,EMS: RESCUE - GENERAL,1
-1.0,EMS: RESPIRATORY EMERGENCY,315
-1.0,EMS: SEIZURES,59
-1.0,EMS: SHOOTING,2
-1.0,EMS: STABBING,2
-1.0,EMS: SUBJECT IN PAIN,154
-1.0,EMS: SYNCOPAL EPISODE,79
-1.0,EMS: UNCONSCIOUS SUBJECT,71
-1.0,EMS: UNKNOWN MEDICAL EMERGENCY,69
-1.0,EMS: UNRESPONSIVE SUBJECT,23
-1.0,EMS: VEHICLE ACCIDENT,108
-1.0,Fire: APPLIANCE FIRE,8
-1.0,Fire: BUILDING FIRE,57
-1.0,Fire: BURN VICTIM,1
-1.0,Fire: CARBON MONOXIDE DETECTOR,52
-1.0,Fire: CARDIAC ARREST,10
-1.0,Fire: ELECTRICAL FIRE OUTSIDE,8
-1.0,Fire: ELEVATOR EMERGENCY,6
-1.0,Fire: FIRE ALARM,304
-1.0,Fire: FIRE INVESTIGATION,73
-1.0,Fire: FIRE POLICE NEEDED,6
-1.0,Fire: FIRE SPECIAL SERVICE,35
-1.0,Fire: GAS-ODOR/LEAK,54
-1.0,Fire: RESCUE - ELEVATOR,4
-1.0,Fire: RESCUE - GENERAL,1
-1.0,Fire: S/B AT HELICOPTER LANDING,5
-1.0,Fire: STANDBY FOR ANOTHER CO,1
-1.0,Fire: TRASH/DUMPSTER FIRE,5
-1.0,Fire: UNKNOWN TYPE FIRE,5
-1.0,Fire: VEHICLE ACCIDENT,64
-1.0,Fire: VEHICLE FIRE,14
-1.0,Fire: VEHICLE LEAKING FUEL,1
-1.0,Fire: WOODS/FIELD FIRE,8
-1.0,Traffic: DISABLED VEHICLE -,418
-1.0,Traffic: HAZARDOUS ROAD CONDITIONS -,100
-1.0,Traffic: ROAD OBSTRUCTION -,96
-1.0,Traffic: VEHICLE ACCIDENT -,1136
-1.0,Traffic: VEHICLE FIRE -,16
-1.0,Traffic: VEHICLE LEAKING FUEL -,1
0.0,EMS: ABDOMINAL PAINS,189
0.0,EMS: ALLERGIC REACTION,34
0.0,EMS: ALTERED MENTAL STATUS,184
0.0,EMS: AMPUTATION,2
0.0,EMS: ANIMAL BITE,9
0.0,EMS: ASSAULT VICTIM,101
0.0,EMS: BACK PAINS/INJURY,111
0.0,EMS: BUILDING FIRE,39
0.0,EMS: BURN VICTIM,5
0.0,EMS: CARBON MONOXIDE DETECTOR,12
0.0,EMS: CARDIAC ARREST,108
0.0,EMS: CARDIAC EMERGENCY,645
0.0,EMS: CHOKING,18
0.0,EMS: CVA/STROKE,159
0.0,EMS: DEHYDRATION,22
0.0,EMS: DIABETIC EMERGENCY,103
0.0,EMS: DIZZINESS,78
0.0,EMS: ELECTROCUTION,1
0.0,EMS: EMS SPECIAL SERVICE,33
0.0,EMS: EYE INJURY,2
0.0,EMS: FALL VICTIM,707
0.0,EMS: FEVER,70
0.0,EMS: FIRE INVESTIGATION,5
0.0,EMS: FIRE SPECIAL SERVICE,8
0.0,EMS: FRACTURE,94
0.0,EMS: GAS-ODOR/LEAK,3
0.0,EMS: GENERAL WEAKNESS,245
0.0,EMS: HAZARDOUS MATERIALS INCIDENT,1
0.0,EMS: HEAD INJURY,379
0.0,EMS: HEMORRHAGING,199
0.0,EMS: INDUSTRIAL ACCIDENT,5
0.0,EMS: LACERATIONS,47
0.0,EMS: MATERNITY,30
0.0,EMS: MEDICAL ALERT ALARM,224
0.0,EMS: NAUSEA/VOMITING,171
0.0,EMS: OVERDOSE,151
0.0,EMS: POISONING,4
0.0,EMS: PUBLIC SERVICE,1
0.0,EMS: RESCUE - GENERAL,4
0.0,EMS: RESCUE - WATER,3
0.0,EMS: RESPIRATORY EMERGENCY,765
0.0,EMS: S/B AT HELICOPTER LANDING,1
0.0,EMS: SEIZURES,229
0.0,EMS: SHOOTING,6
0.0,EMS: STABBING,5
0.0,EMS: SUBJECT IN PAIN,397
0.0,EMS: SYNCOPAL EPISODE,211
0.0,EMS: TRANSFERRED CALL,1
0.0,EMS: UNCONSCIOUS SUBJECT,167
0.0,EMS: UNKNOWN MEDICAL EMERGENCY,175
0.0,EMS: UNRESPONSIVE SUBJECT,73
0.0,EMS: VEHICLE ACCIDENT,341
0.0,EMS: VEHICLE FIRE,2
0.0,Fire: ANIMAL COMPLAINT,1
0.0,Fire: APPLIANCE FIRE,31
0.0,Fire: BUILDING FIRE,122
0.0,Fire: BURN VICTIM,4
0.0,Fire: CARBON MONOXIDE DETECTOR,98
0.0,Fire: CARDIAC ARREST,25
0.0,Fire: CARDIAC EMERGENCY,1
0.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,2
0.0,Fire: ELECTRICAL FIRE OUTSIDE,46
0.0,Fire: ELEVATOR EMERGENCY,17
0.0,Fire: FIRE ALARM,734
0.0,Fire: FIRE INVESTIGATION,189
0.0,Fire: FIRE POLICE NEEDED,20
0.0,Fire: FIRE SPECIAL SERVICE,93
0.0,Fire: GAS-ODOR/LEAK,134
0.0,Fire: HAZARDOUS MATERIALS INCIDENT,1
0.0,Fire: HEMORRHAGING,1
0.0,Fire: PUMP DETAIL,2
0.0,Fire: RESCUE - ELEVATOR,13
0.0,Fire: RESCUE - GENERAL,4
0.0,Fire: RESCUE - WATER,2
0.0,Fire: S/B AT HELICOPTER LANDING,13
0.0,Fire: TRASH/DUMPSTER FIRE,15
0.0,Fire: UNKNOWN TYPE FIRE,12
0.0,Fire: VEHICLE ACCIDENT,165
0.0,Fire: VEHICLE FIRE,44
0.0,Fire: VEHICLE LEAKING FUEL,6
0.0,Fire: WOODS/FIELD FIRE,19
0.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,4
0.0,Traffic: DISABLED VEHICLE -,931
0.0,Traffic: HAZARDOUS ROAD CONDITIONS -,240
0.0,Traffic: ROAD OBSTRUCTION -,222
0.0,Traffic: VEHICLE ACCIDENT -,2678
0.0,Traffic: VEHICLE FIRE -,42
0.0,Traffic: VEHICLE LEAKING FUEL -,4
1.0,EMS: ABDOMINAL PAINS,188
1.0,EMS: ALLERGIC REACTION,49
1.0,EMS: ALTERED MENTAL STATUS,191
1.0,EMS: AMPUTATION,2
1.0,EMS: ANIMAL BITE,8
1.0,EMS: ASSAULT VICTIM,70
1.0,EMS: BACK PAINS/INJURY,119
1.0,EMS: BUILDING FIRE,19
1.0,EMS: BURN VICTIM,5
1.0,EMS: CARBON MONOXIDE DETECTOR,12
1.0,EMS: CARDIAC ARREST,121
1.0,EMS: CARDIAC EMERGENCY,608
1.0,EMS: CHOKING,33
1.0,EMS: CVA/STROKE,179
1.0,EMS: DEHYDRATION,19
1.0,EMS: DIABETIC EMERGENCY,112
1.0,EMS: DIZZINESS,110
1.0,EMS: DROWNING,1
1.0,EMS: ELECTRICAL FIRE OUTSIDE,1
1.0,EMS: ELECTROCUTION,1
1.0,EMS: EMS SPECIAL SERVICE,28
1.0,EMS: EYE INJURY,4
1.0,EMS: FALL VICTIM,702
1.0,EMS: FEVER,63
1.0,EMS: FIRE INVESTIGATION,5
1.0,EMS: FIRE SPECIAL SERVICE,10
1.0,EMS: FRACTURE,94
1.0,EMS: GAS-ODOR/LEAK,4
1.0,EMS: GENERAL WEAKNESS,235
1.0,EMS: HAZARDOUS MATERIALS INCIDENT,1
1.0,EMS: HEAD INJURY,333
1.0,EMS: HEMORRHAGING,216
1.0,EMS: INDUSTRIAL ACCIDENT,2
1.0,EMS: LACERATIONS,55
1.0,EMS: MATERNITY,23
1.0,EMS: MEDICAL ALERT ALARM,204
1.0,EMS: NAUSEA/VOMITING,182
1.0,EMS: OVERDOSE,167
1.0,EMS: POISONING,2
1.0,EMS: RESCUE - GENERAL,7
1.0,EMS: RESCUE - WATER,1
1.0,EMS: RESPIRATORY EMERGENCY,729
1.0,EMS: S/B AT HELICOPTER LANDING,1
1.0,EMS: SEIZURES,235
1.0,EMS: SHOOTING,3
1.0,EMS: STABBING,5
1.0,EMS: SUBJECT IN PAIN,401
1.0,EMS: SYNCOPAL EPISODE,168
1.0,EMS: UNCONSCIOUS SUBJECT,175
1.0,EMS: UNKNOWN MEDICAL EMERGENCY,175
1.0,EMS: UNRESPONSIVE SUBJECT,55
1.0,EMS: VEHICLE ACCIDENT,307
1.0,EMS: VEHICLE FIRE,7
1.0,Fire: APPLIANCE FIRE,22
1.0,Fire: BUILDING FIRE,100
1.0,Fire: BURN VICTIM,5
1.0,Fire: CARBON MONOXIDE DETECTOR,92
1.0,Fire: CARDIAC ARREST,35
1.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,3
1.0,Fire: ELECTRICAL FIRE OUTSIDE,50
1.0,Fire: ELEVATOR EMERGENCY,17
1.0,Fire: FIRE ALARM,708
1.0,Fire: FIRE INVESTIGATION,202
1.0,Fire: FIRE POLICE NEEDED,25
1.0,Fire: FIRE SPECIAL SERVICE,92
1.0,Fire: GAS-ODOR/LEAK,124
1.0,Fire: HAZARDOUS MATERIALS INCIDENT,1
1.0,Fire: PUMP DETAIL,2
1.0,Fire: RESCUE - ELEVATOR,15
1.0,Fire: RESCUE - GENERAL,7
1.0,Fire: RESCUE - WATER,1
1.0,Fire: S/B AT HELICOPTER LANDING,6
1.0,Fire: TRANSFERRED CALL,2
1.0,Fire: TRASH/DUMPSTER FIRE,15
1.0,Fire: UNCONSCIOUS SUBJECT,1
1.0,Fire: UNKNOWN TYPE FIRE,21
1.0,Fire: VEHICLE ACCIDENT,159
1.0,Fire: VEHICLE FIRE,35
1.0,Fire: VEHICLE LEAKING FUEL,4
1.0,Fire: WOODS/FIELD FIRE,18
1.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,2
1.0,Traffic: DISABLED VEHICLE -,1068
1.0,Traffic: HAZARDOUS ROAD CONDITIONS -,265
1.0,Traffic: ROAD OBSTRUCTION -,290
1.0,Traffic: VEHICLE ACCIDENT -,2865
1.0,Traffic: VEHICLE FIRE -,44
1.0,Traffic: VEHICLE LEAKING FUEL -,5
2.0,EMS: ABDOMINAL PAINS,253
2.0,EMS: ALLERGIC REACTION,46
2.0,EMS: ALTERED MENTAL STATUS,288
2.0,EMS: AMPUTATION,3
2.0,EMS: ANIMAL BITE,10
2.0,EMS: APPLIANCE FIRE,3
2.0,EMS: ASSAULT VICTIM,99
2.0,EMS: BACK PAINS/INJURY,111
2.0,EMS: BARRICADED SUBJECT,1
2.0,EMS: BOMB DEVICE FOUND,1
2.0,EMS: BUILDING FIRE,32
2.0,EMS: BURN VICTIM,1
2.0,EMS: CARBON MONOXIDE DETECTOR,22
2.0,EMS: CARDIAC ARREST,133
2.0,EMS: CARDIAC EMERGENCY,786
2.0,EMS: CHOKING,29
2.0,EMS: CVA/STROKE,192
2.0,EMS: DEHYDRATION,32
2.0,EMS: DIABETIC EMERGENCY,118
2.0,EMS: DIZZINESS,118
2.0,EMS: ELECTRICAL FIRE OUTSIDE,1
2.0,EMS: ELECTROCUTION,1
2.0,EMS: EMS SPECIAL SERVICE,37
2.0,EMS: EYE INJURY,7
2.0,EMS: FALL VICTIM,812
2.0,EMS: FEVER,97
2.0,EMS: FIRE ALARM,1
2.0,EMS: FIRE SPECIAL SERVICE,6
2.0,EMS: FRACTURE,86
2.0,EMS: GAS-ODOR/LEAK,6
2.0,EMS: GENERAL WEAKNESS,298
2.0,EMS: HEAD INJURY,412
2.0,EMS: HEMORRHAGING,220
2.0,EMS: LACERATIONS,67
2.0,EMS: MATERNITY,41
2.0,EMS: MEDICAL ALERT ALARM,234
2.0,EMS: NAUSEA/VOMITING,215
2.0,EMS: OVERDOSE,196
2.0,EMS: POISONING,3
2.0,EMS: RESCUE - GENERAL,3
2.0,EMS: RESCUE - WATER,1
2.0,EMS: RESPIRATORY EMERGENCY,890
2.0,EMS: SEIZURES,266
2.0,EMS: SHOOTING,5
2.0,EMS: STABBING,9
2.0,EMS: SUBJECT IN PAIN,499
2.0,EMS: SYNCOPAL EPISODE,204
2.0,EMS: TRAIN CRASH,1
2.0,EMS: TRANSFERRED CALL,1
2.0,EMS: UNCONSCIOUS SUBJECT,212
2.0,EMS: UNKNOWN MEDICAL EMERGENCY,196
2.0,EMS: UNKNOWN TYPE FIRE,1
2.0,EMS: UNRESPONSIVE SUBJECT,66
2.0,EMS: VEHICLE ACCIDENT,357
2.0,EMS: VEHICLE FIRE,5
2.0,Fire: APPLIANCE FIRE,30
2.0,Fire: BUILDING FIRE,145
2.0,Fire: BURN VICTIM,1
2.0,Fire: CARBON MONOXIDE DETECTOR,139
2.0,Fire: CARDIAC ARREST,35
2.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,5
2.0,Fire: ELECTRICAL FIRE OUTSIDE,77
2.0,Fire: ELEVATOR EMERGENCY,23
2.0,Fire: FIRE ALARM,808
2.0,Fire: FIRE INVESTIGATION,196
2.0,Fire: FIRE POLICE NEEDED,21
2.0,Fire: FIRE SPECIAL SERVICE,112
2.0,Fire: GAS-ODOR/LEAK,184
2.0,Fire: PUMP DETAIL,2
2.0,Fire: RESCUE - ELEVATOR,20
2.0,Fire: RESCUE - GENERAL,5
2.0,Fire: RESCUE - WATER,2
2.0,Fire: S/B AT HELICOPTER LANDING,14
2.0,Fire: TRAIN CRASH,1
2.0,Fire: TRANSFERRED CALL,2
2.0,Fire: TRASH/DUMPSTER FIRE,22
2.0,Fire: UNKNOWN TYPE FIRE,29
2.0,Fire: VEHICLE ACCIDENT,184
2.0,Fire: VEHICLE FIRE,58
2.0,Fire: VEHICLE LEAKING FUEL,6
2.0,Fire: WOODS/FIELD FIRE,28
2.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,3
2.0,Traffic: DISABLED VEHICLE -,1486
2.0,Traffic: HAZARDOUS ROAD CONDITIONS -,267
2.0,Traffic: ROAD OBSTRUCTION -,522
2.0,Traffic: VEHICLE ACCIDENT -,3329
2.0,Traffic: VEHICLE FIRE -,59
2.0,Traffic: VEHICLE LEAKING FUEL -,6
3.0,EMS: ABDOMINAL PAINS,235
3.0,EMS: ALLERGIC REACTION,62
3.0,EMS: ALTERED MENTAL STATUS,251
3.0,EMS: AMPUTATION,3
3.0,EMS: ANIMAL BITE,8
3.0,EMS: ASSAULT VICTIM,80
3.0,EMS: BACK PAINS/INJURY,144
3.0,EMS: BUILDING FIRE,31
3.0,EMS: BURN VICTIM,8
3.0,EMS: CARBON MONOXIDE DETECTOR,12
3.0,EMS: CARDIAC ARREST,138
3.0,EMS: CARDIAC EMERGENCY,876
3.0,EMS: CHOKING,29
3.0,EMS: CVA/STROKE,188
3.0,EMS: DEHYDRATION,25
3.0,EMS: DIABETIC EMERGENCY,155
3.0,EMS: DIZZINESS,121
3.0,EMS: ELECTRICAL FIRE OUTSIDE,1
3.0,EMS: ELECTROCUTION,1
3.0,EMS: EMS SPECIAL SERVICE,20
3.0,EMS: EYE INJURY,5
3.0,EMS: FALL VICTIM,941
3.0,EMS: FEVER,120
3.0,EMS: FIRE ALARM,1
3.0,EMS: FIRE INVESTIGATION,1
3.0,EMS: FIRE SPECIAL SERVICE,11
3.0,EMS: FRACTURE,86
3.0,EMS: GAS-ODOR/LEAK,2
3.0,EMS: GENERAL WEAKNESS,304
3.0,EMS: HEAD INJURY,458
3.0,EMS: HEMORRHAGING,209
3.0,EMS: LACERATIONS,46
3.0,EMS: MATERNITY,18
3.0,EMS: MEDICAL ALERT ALARM,247
3.0,EMS: NAUSEA/VOMITING,190
3.0,EMS: OVERDOSE,206
3.0,EMS: POISONING,2
3.0,EMS: RESCUE - GENERAL,10
3.0,EMS: RESCUE - TECHNICAL,1
3.0,EMS: RESCUE - WATER,2
3.0,EMS: RESPIRATORY EMERGENCY,981
3.0,EMS: SEIZURES,285
3.0,EMS: SHOOTING,3
3.0,EMS: STABBING,7
3.0,EMS: SUBJECT IN PAIN,519
3.0,EMS: SYNCOPAL EPISODE,230
3.0,EMS: TRAIN CRASH,1
3.0,EMS: TRANSFERRED CALL,2
3.0,EMS: UNCONSCIOUS SUBJECT,212
3.0,EMS: UNKNOWN MEDICAL EMERGENCY,210
3.0,EMS: UNRESPONSIVE SUBJECT,72
3.0,EMS: VEHICLE ACCIDENT,370
3.0,EMS: VEHICLE FIRE,2
3.0,Fire: APPLIANCE FIRE,31
3.0,Fire: BUILDING FIRE,150
3.0,Fire: BURN VICTIM,6
3.0,Fire: CARBON MONOXIDE DETECTOR,123
3.0,Fire: CARDIAC ARREST,33
3.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,6
3.0,Fire: ELECTRICAL FIRE OUTSIDE,106
3.0,Fire: ELEVATOR EMERGENCY,21
3.0,Fire: FIRE ALARM,838
3.0,Fire: FIRE INVESTIGATION,201
3.0,Fire: FIRE POLICE NEEDED,25
3.0,Fire: FIRE SPECIAL SERVICE,110
3.0,Fire: GAS-ODOR/LEAK,162
3.0,Fire: HEAD INJURY,1
3.0,Fire: PUMP DETAIL,7
3.0,Fire: RESCUE - ELEVATOR,19
3.0,Fire: RESCUE - GENERAL,10
3.0,Fire: RESCUE - TECHNICAL,1
3.0,Fire: RESCUE - WATER,1
3.0,Fire: S/B AT HELICOPTER LANDING,10
3.0,Fire: TRAIN CRASH,1
3.0,Fire: TRANSFERRED CALL,2
3.0,Fire: TRASH/DUMPSTER FIRE,17
3.0,Fire: UNKNOWN TYPE FIRE,36
3.0,Fire: VEHICLE ACCIDENT,178
3.0,Fire: VEHICLE FIRE,32
3.0,Fire: VEHICLE LEAKING FUEL,3
3.0,Fire: WOODS/FIELD FIRE,32
3.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,4
3.0,Traffic: DISABLED VEHICLE -,1115
3.0,Traffic: HAZARDOUS ROAD CONDITIONS -,195
3.0,Traffic: ROAD OBSTRUCTION -,472
3.0,Traffic: VEHICLE ACCIDENT -,3147
3.0,Traffic: VEHICLE FIRE -,42
3.0,Traffic: VEHICLE LEAKING FUEL -,5
4.0,EMS: ABDOMINAL PAINS,145
4.0,EMS: ALLERGIC REACTION,33
4.0,EMS: ALTERED MENTAL STATUS,182
4.0,EMS: ANIMAL BITE,3
4.0,EMS: APPLIANCE FIRE,2
4.0,EMS: ASSAULT VICTIM,54
4.0,EMS: BACK PAINS/INJURY,55
4.0,EMS: BUILDING FIRE,33
4.0,EMS: BURN VICTIM,2
4.0,EMS: CARBON MONOXIDE DETECTOR,4
4.0,EMS: CARDIAC ARREST,72
4.0,EMS: CARDIAC EMERGENCY,522
4.0,EMS: CHOKING,15
4.0,EMS: CVA/STROKE,119
4.0,EMS: DEHYDRATION,22
4.0,EMS: DIABETIC EMERGENCY,82
4.0,EMS: DIZZINESS,69
4.0,EMS: EMS SPECIAL SERVICE,18
4.0,EMS: EYE INJURY,3
4.0,EMS: FALL VICTIM,545
4.0,EMS: FEVER,51
4.0,EMS: FIRE ALARM,4
4.0,EMS: FIRE INVESTIGATION,2
4.0,EMS: FIRE SPECIAL SERVICE,6
4.0,EMS: FRACTURE,52
4.0,EMS: GAS-ODOR/LEAK,4
4.0,EMS: GENERAL WEAKNESS,174
4.0,EMS: HAZARDOUS MATERIALS INCIDENT,1
4.0,EMS: HEAD INJURY,297
4.0,EMS: HEMORRHAGING,121
4.0,EMS: LACERATIONS,39
4.0,EMS: MATERNITY,11
4.0,EMS: MEDICAL ALERT ALARM,156
4.0,EMS: NAUSEA/VOMITING,131
4.0,EMS: OVERDOSE,109
4.0,EMS: RESCUE - GENERAL,4
4.0,EMS: RESCUE - WATER,3
4.0,EMS: RESPIRATORY EMERGENCY,597
4.0,EMS: S/B AT HELICOPTER LANDING,2
4.0,EMS: SEIZURES,141
4.0,EMS: SHOOTING,4
4.0,EMS: STABBING,1
4.0,EMS: SUBJECT IN PAIN,321
4.0,EMS: SYNCOPAL EPISODE,170
4.0,EMS: UNCONSCIOUS SUBJECT,139
4.0,EMS: UNKNOWN MEDICAL EMERGENCY,147
4.0,EMS: UNRESPONSIVE SUBJECT,48
4.0,EMS: VEHICLE ACCIDENT,190
4.0,EMS: VEHICLE FIRE,2
4.0,Fire: APPLIANCE FIRE,17
4.0,Fire: BUILDING FIRE,86
4.0,Fire: BURN VICTIM,2
4.0,Fire: CARBON MONOXIDE DETECTOR,70
4.0,Fire: CARDIAC ARREST,21
4.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,2
4.0,Fire: DISABLED VEHICLE,1
4.0,Fire: ELECTRICAL FIRE OUTSIDE,42
4.0,Fire: ELEVATOR EMERGENCY,18
4.0,Fire: FIRE ALARM,523
4.0,Fire: FIRE INVESTIGATION,138
4.0,Fire: FIRE POLICE NEEDED,9
4.0,Fire: FIRE SPECIAL SERVICE,57
4.0,Fire: GAS-ODOR/LEAK,103
4.0,Fire: HAZARDOUS MATERIALS INCIDENT,1
4.0,Fire: MEDICAL ALERT ALARM,1
4.0,Fire: PRISONER IN CUSTODY,1
4.0,Fire: PUMP DETAIL,5
4.0,Fire: RESCUE - ELEVATOR,9
4.0,Fire: RESCUE - GENERAL,4
4.0,Fire: RESCUE - WATER,3
4.0,Fire: S/B AT HELICOPTER LANDING,8
4.0,Fire: TRANSFERRED CALL,1
4.0,Fire: TRASH/DUMPSTER FIRE,3
4.0,Fire: UNKNOWN TYPE FIRE,22
4.0,Fire: VEHICLE ACCIDENT,89
4.0,Fire: VEHICLE FIRE,25
4.0,Fire: VEHICLE LEAKING FUEL,2
4.0,Fire: WOODS/FIELD FIRE,16
4.0,Traffic: DISABLED VEHICLE -,542
4.0,Traffic: HAZARDOUS ROAD CONDITIONS -,116
4.0,Traffic: ROAD OBSTRUCTION -,198
4.0,Traffic: VEHICLE ACCIDENT -,1767
4.0,Traffic: VEHICLE FIRE -,27
4.0,Traffic: VEHICLE LEAKING FUEL -,2
5.0,EMS: ABDOMINAL PAINS,293
5.0,EMS: ALLERGIC REACTION,65
5.0,EMS: ALTERED MENTAL STATUS,301
5.0,EMS: AMPUTATION,1
5.0,EMS: ANIMAL BITE,8
5.0,EMS: APPLIANCE FIRE,1
5.0,EMS: ASSAULT VICTIM,99
5.0,EMS: BACK PAINS/INJURY,180
5.0,EMS: BUILDING FIRE,34
5.0,EMS: BURN VICTIM,5
5.0,EMS: CARBON MONOXIDE DETECTOR,13
5.0,EMS: CARDIAC ARREST,169
5.0,EMS: CARDIAC EMERGENCY,965
5.0,EMS: CHOKING,38
5.0,EMS: CVA/STROKE,264
5.0,EMS: DEHYDRATION,30
5.0,EMS: DIABETIC EMERGENCY,174
5.0,EMS: DIZZINESS,161
5.0,EMS: EMS SPECIAL SERVICE,43
5.0,EMS: EYE INJURY,6
5.0,EMS: FALL VICTIM,1092
5.0,EMS: FEVER,77
5.0,EMS: FIRE ALARM,1
5.0,EMS: FIRE SPECIAL SERVICE,7
5.0,EMS: FRACTURE,114
5.0,EMS: GAS-ODOR/LEAK,9
5.0,EMS: GENERAL WEAKNESS,371
5.0,EMS: HAZARDOUS MATERIALS INCIDENT,1
5.0,EMS: HEAD INJURY,503
5.0,EMS: HEMORRHAGING,254
5.0,EMS: LACERATIONS,65
5.0,EMS: MATERNITY,43
5.0,EMS: MEDICAL ALERT ALARM,336
5.0,EMS: NAUSEA/VOMITING,222
5.0,EMS: OVERDOSE,250
5.0,EMS: POISONING,6
5.0,EMS: RESCUE - GENERAL,3
5.0,EMS: RESCUE - TECHNICAL,1
5.0,EMS: RESPIRATORY EMERGENCY,1169
5.0,EMS: S/B AT HELICOPTER LANDING,3
5.0,EMS: SEIZURES,325
5.0,EMS: SHOOTING,9
5.0,EMS: STABBING,7
5.0,EMS: SUBJECT IN PAIN,636
5.0,EMS: SUSPICIOUS,1
5.0,EMS: SYNCOPAL EPISODE,343
5.0,EMS: TRAIN CRASH,1
5.0,EMS: UNCONSCIOUS SUBJECT,273
5.0,EMS: UNKNOWN MEDICAL EMERGENCY,289
5.0,EMS: UNRESPONSIVE SUBJECT,100
5.0,EMS: VEHICLE ACCIDENT,434
5.0,EMS: VEHICLE FIRE,4
5.0,Fire: APPLIANCE FIRE,40
5.0,Fire: BUILDING FIRE,153
5.0,Fire: BURN VICTIM,5
5.0,Fire: CARBON MONOXIDE DETECTOR,117
5.0,Fire: CARDIAC ARREST,46
5.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,7
5.0,Fire: DISABLED VEHICLE,1
5.0,Fire: ELECTRICAL FIRE OUTSIDE,86
5.0,Fire: ELEVATOR EMERGENCY,24
5.0,Fire: FIRE ALARM,959
5.0,Fire: FIRE INVESTIGATION,257
5.0,Fire: FIRE POLICE NEEDED,32
5.0,Fire: FIRE SPECIAL SERVICE,111
5.0,Fire: GAS-ODOR/LEAK,205
5.0,Fire: GENERAL WEAKNESS,1
5.0,Fire: HAZARDOUS MATERIALS INCIDENT,1
5.0,Fire: PUMP DETAIL,2
5.0,Fire: RESCUE - ELEVATOR,27
5.0,Fire: RESCUE - GENERAL,5
5.0,Fire: RESCUE - TECHNICAL,1
5.0,Fire: S/B AT HELICOPTER LANDING,21
5.0,Fire: SYNCOPAL EPISODE,1
5.0,Fire: TRANSFERRED CALL,4
5.0,Fire: TRASH/DUMPSTER FIRE,28
5.0,Fire: UNKNOWN MEDICAL EMERGENCY,1
5.0,Fire: UNKNOWN TYPE FIRE,40
5.0,Fire: VEHICLE ACCIDENT,210
5.0,Fire: VEHICLE FIRE,52
